"ond_id","ond_tekst_filmtitel","org_naam_aanvrager","org_naam_fabriek","ond_tekst_lengte_meters","ond_tekst_smalfilm","ond_tekst_categorie","ond_datum_keuring","ond_tekst_weeklijstnummer","ond_tekst_oordeel","ond_tekst_coupures","ond_datum_herkeuring","ond_tekst_herkeuring_weeklijstnummer","ond_tekst_herkeuring_oordeel","ond_tekst_herkeuring_coupures","vwz_url_cinemacontext","vwz_archivelink","ond_UUID"
"80","Een Renbaansensatie","Paramount Films NV (Amsterdam)","Paramount","1987 meter","nee","fictie","1928-03-12","2","14 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF009066","NL-HaNA/2.04.60/460///Dossier 00081/","0acb069a-7cc1-102d-a57f-005056a23d00"
"81","Een Jeugdroes","Paramount Films NV (Amsterdam)","Paramount","2209 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 5 M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF009198","NL-HaNA/2.04.60/460///Dossier 00082/","0acb080c-7cc1-102d-a57f-005056a23d00"
"82","Ufa-Wereldnieuws. No. 2013 a-b-c","UFA Film Maatschappij (Amsterdam)","Ufa","239 meter","nee","nonfictie","1928-03-01","1","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047536","NL-HaNA/2.04.60/460///Dossier 00083/","0acb097e-7cc1-102d-a57f-005056a23d00"
"83","Stuivertje wisselen","UFA Film Maatschappij (Amsterdam)","Mack Sennet","564 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 5 M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF046157","NL-HaNA/2.04.60/460///Dossier 00084/","0acb0af0-7cc1-102d-a57f-005056a23d00"
"84","O, die Babies","UFA Film Maatschappij (Amsterdam)","Rayart","605 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","1 à 5 M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF042027","NL-HaNA/2.04.60/460///Dossier 00085/","0acb0c62-7cc1-102d-a57f-005056a23d00"
"85","Turksche Badschoonheden","UFA Film Maatschappij (Amsterdam)","Rayart","578 meter","nee","nonfictie","1928-03-12","2","14 jaar","1 à 5 M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF045595","NL-HaNA/2.04.60/460///Dossier 00086/","0acb0dde-7cc1-102d-a57f-005056a23d00"
"86","De Bokskampioen","UFA Film Maatschappij (Amsterdam)","Rayart","607 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","1 à 5 M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF036545","NL-HaNA/2.04.60/460///Dossier 00087/","0acb0f64-7cc1-102d-a57f-005056a23d00"
"87","Niet zoo haastig","UFA Film Maatschappij (Amsterdam)","Mack Sennet","650 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 5 M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF042123","NL-HaNA/2.04.60/460///Dossier 00088/","0acb10e0-7cc1-102d-a57f-005056a23d00"
"88","Luchtkasteelen","UFA Film Maatschappij (Amsterdam)","Mack Sennet","563 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 5 M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF042909","NL-HaNA/2.04.60/460///Dossier 00089/","0acb1266-7cc1-102d-a57f-005056a23d00"
"89","Wie helpt mij uit den brand","UFA Film Maatschappij (Amsterdam)","Rayart","516 meter","nee","nonfictie","1928-03-12","2","14 jaar","1 coupure",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF044661","NL-HaNA/2.04.60/460///Dossier 00090/","0acb13ec-7cc1-102d-a57f-005056a23d00"
"90","Een jongen of een meisje","UFA Film Maatschappij (Amsterdam)","Ciné Romans","2232 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 12M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF004576","NL-HaNA/2.04.60/461///Dossier 00091/","0acb1572-7cc1-102d-a57f-005056a23d00"
"91","Geheime macht","UFA Film Maatschappij (Amsterdam)","Ufa.","2800 meter","nee","fictie","1928-03-12","2","18 jaar","1 à 5M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF004451","NL-HaNA/2.04.60/461///Dossier 00092/","0acb1702-7cc1-102d-a57f-005056a23d00"
"92","Journaal No.10","Odeon Filmverhuurkantoor NV","Eclair","199 meter","nee","nonfictie","1928-03-01","1","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047526","NL-HaNA/2.04.60/461///Dossier 00093/","0acb1892-7cc1-102d-a57f-005056a23d00"
"93","Pathé Revue No.8","Croeze en Bosman NV (Amsterdam)","Pathé Film","219 meter","nee","nonfictie","1928-03-01","1","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF035148","NL-HaNA/2.04.60/461///Dossier 00094/","0acb1a22-7cc1-102d-a57f-005056a23d00"
"94","Bergfilmnieuws 111a","Bergfilm (Amsterdam)","Pathé America","115 meter","nee","nonfictie","1928-03-01","1","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047546","NL-HaNA/2.04.60/461///Dossier 00095/","0acb1bbc-7cc1-102d-a57f-005056a23d00"
"95","Bergfilmnieuws 111b","Bergfilm (Amsterdam)","Pathé America","212 meter","nee","nonfictie","1928-03-01","1","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047546","NL-HaNA/2.04.60/461///Dossier 00096/","0acb1d4c-7cc1-102d-a57f-005056a23d00"
"96","Orion-Revue N.D.10","Orion Filmfabriek NV (Den Haag)","Orion","235 meter","nee","nonfictie","1928-03-01","1","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030145","NL-HaNA/2.04.60/461///Dossier 00097/","0acb1ef0-7cc1-102d-a57f-005056a23d00"
"97","""""Het bedrijf der Ind. Rubber Comp. in Ned. Indië. """"""""Rubbercultuur op de Oostkust van Sumatra""""","Ind.Rubbercomp","Haghefilm","640 meter","nee","nonfictie","1928-03-01","1","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF021559","NL-HaNA/2.04.60/461///Dossier 00098/","0acb208a-7cc1-102d-a57f-005056a23d00"
"98","Metro Goldwyn-Mayernieuws No. 24","City Theater NV (Den Haag)","Metro Goldwyn","312 meter","nee","nonfictie","1928-03-01","1","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030117","NL-HaNA/2.04.60/461///Dossier 00099/","0acb229c-7cc1-102d-a57f-005056a23d00"
"99","Paramount Journaal No.79 B","City Theater NV (Den Haag)","Paramount","155 meter","nee","nonfictie","1928-03-01","1","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047545","NL-HaNA/2.04.60/461///Dossier 00100/","0acb2440-7cc1-102d-a57f-005056a23d00"
"100","Hollands Nieuws Jaargang 1928 No.10A","Polygoon Filmfabriek NV (Haarlem)","Polygoon","216 meter","nee","nonfictie","1928-03-01","1","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030084","NL-HaNA/2.04.60/461///Dossier 00101/","0acb25c6-7cc1-102d-a57f-005056a23d00"
"101","Koud vuur","Loet C. Barnstijn 's Standaard Films NV (Den Haag)","Educational","491 meter","nee","fictie","1928-03-01","1","14 jaar","1 à 6.20M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF043361","NL-HaNA/2.04.60/461///Dossier 00102/","0acb274c-7cc1-102d-a57f-005056a23d00"
"102","Feesten","AJC (Amsterdam)","Polygoon","1668 meter","nee","nonfictie","1928-03-01","1","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF021560","NL-HaNA/2.04.60/461///Dossier 00103/","0acb28c8-7cc1-102d-a57f-005056a23d00"
"103","De Koninklijke en de Shell","B.P.M.","Haghe","2774 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF021561","NL-HaNA/2.04.60/461///Dossier 00104/","0acb2a4e-7cc1-102d-a57f-005056a23d00"
"104","The New Ford","Ford Nederland (Amsterdam)","Ford Motor Lab.","618 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF045886","NL-HaNA/2.04.60/461///Dossier 00105/","0acb2bd4-7cc1-102d-a57f-005056a23d00"
"105","De Fordson in de Industrie","Ford Nederland (Amsterdam)","Ford Motor Lab.","849 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF036355","NL-HaNA/2.04.60/461///Dossier 00106/","0acb2d5a-7cc1-102d-a57f-005056a23d00"
"106","De Nieuwe Ford","Ford Nederland (Amsterdam)","Ford Motor Lab.","1324 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF035768","NL-HaNA/2.04.60/461///Dossier 00107/","0acb2eea-7cc1-102d-a57f-005056a23d00"
"107","Kwaliteitsfabricage","Ford Nederland (Amsterdam)","Ford Motor Lab.","568 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF043271","NL-HaNA/2.04.60/461///Dossier 00108/","0acb307a-7cc1-102d-a57f-005056a23d00"
"108","Het winnen van ziektekiemvrije melk","Transfilma (Rotterdam)","Ford Motor Lab.","1650 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF021562","NL-HaNA/2.04.60/461///Dossier 00109/","0acb3214-7cc1-102d-a57f-005056a23d00"
"109","De Canadees","Paramount Films NV (Amsterdam)","Ford Motor Lab.","2390 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF009400","NL-HaNA/2.04.60/461///Dossier 00110/","0acb33a4-7cc1-102d-a57f-005056a23d00"
"110","Schooldagen","Paramount Films NV (Amsterdam)","Krazy-Kat","150 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF046680","NL-HaNA/2.04.60/461///Dossier 00111/","0acb353e-7cc1-102d-a57f-005056a23d00"
"111","Katzen-jammer","Paramount Films NV (Amsterdam)","Krazy-Kat","170 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF043642","NL-HaNA/2.04.60/461///Dossier 00112/","0acb36d8-7cc1-102d-a57f-005056a23d00"
"112","Muzikale Detective","Paramount Films NV (Amsterdam)","Krazy-Kat","172 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF042275","NL-HaNA/2.04.60/461///Dossier 00113/","0acb387c-7cc1-102d-a57f-005056a23d00"
"113","Ooievaarsbeurs","Paramount Films NV (Amsterdam)","Krazy Kat","186 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF041822","NL-HaNA/2.04.60/461///Dossier 00114/","0acb3a16-7cc1-102d-a57f-005056a23d00"
"114","Voetbalkatje","Paramount Films NV (Amsterdam)","Krazy-Kat","179 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF045065","NL-HaNA/2.04.60/461///Dossier 00115/","0acb3bba-7cc1-102d-a57f-005056a23d00"
"115","Koko in het bad","Paramount Films NV (Amsterdam)","Max Fleischer","156 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF043436","NL-HaNA/2.04.60/461///Dossier 00116/","0acb3d68-7cc1-102d-a57f-005056a23d00"
"116","Koko Failliet","Paramount Films NV (Amsterdam)","Max Fleischer","156 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF043439","NL-HaNA/2.04.60/461///Dossier 00117/","0acb3f0c-7cc1-102d-a57f-005056a23d00"
"117","Koko-s wandelstok","Paramount Films NV (Amsterdam)","Max Fleischer","155 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF043413","NL-HaNA/2.04.60/461///Dossier 00118/","0acb40c4-7cc1-102d-a57f-005056a23d00"
"118","Koko bij de Hindoes","Paramount Films NV (Amsterdam)","Max Fleischer","175 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF043444","NL-HaNA/2.04.60/461///Dossier 00119/","0acb4268-7cc1-102d-a57f-005056a23d00"
"119","Koko als masseur","Paramount Films NV (Amsterdam)","Max Fleischer","178 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF043447","NL-HaNA/2.04.60/461///Dossier 00120/","0acb442a-7cc1-102d-a57f-005056a23d00"
"120","Koko dresseert bacillen","Paramount Films NV (Amsterdam)","Max Fleischer","153 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF043441","NL-HaNA/2.04.60/461///Dossier 00121/","0acb45e2-7cc1-102d-a57f-005056a23d00"
"121","Koko s verjongingskuur","Paramount Films NV (Amsterdam)","Max Fleischer","156 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF043429","NL-HaNA/2.04.60/461///Dossier 00122/","0acb479a-7cc1-102d-a57f-005056a23d00"
"122","Koko Tatoe","Paramount Films NV (Amsterdam)","Max Fleischer","164 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF043426","NL-HaNA/2.04.60/461///Dossier 00123/","0acb4952-7cc1-102d-a57f-005056a23d00"
"123","Eventjes lachen 21","City Theater NV (Den Haag)","Orionfilmfabr","30 meter","nee","fictie","1928-03-01","1","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030056","NL-HaNA/2.04.60/461///Dossier 00124/","0acb4b0a-7cc1-102d-a57f-005056a23d00"
"124","Paramount Journaal 80 en 80 b","City Theater NV (Den Haag)","Paramount","395 meter","nee","nonfictie","1928-03-01","1","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047545","NL-HaNA/2.04.60/461///Dossier 00125/","0acb4ccc-7cc1-102d-a57f-005056a23d00"
"125","De eerste Telefonische Order naar Amerika wordt door de I.A.M. gegeven","Van Vriesland Kinohuis (Den Haag)","Friesland s Kinohuis","56 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","1 à 2½M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF025404","NL-HaNA/2.04.60/461///Dossier 00126/","0acb4e8e-7cc1-102d-a57f-005056a23d00"
"126","De Cowboykermis","Croeze en Bosman NV (Amsterdam)","Universal","1657 meter","nee","fictie","1928-03-12","2","14 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF009065","NL-HaNA/2.04.60/461///Dossier 00127/","0acb506e-7cc1-102d-a57f-005056a23d00"
"127","Een sensationeel Avontuur","MGM Film NV","Metro Goldwyn","1647 meter","nee","fictie","1928-03-12","2","14 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF009196","NL-HaNA/2.04.60/461///Dossier 00128/","0acb523a-7cc1-102d-a57f-005056a23d00"
"128","Waar twee ruilen, moet één huilen","MGM Film NV","Metro Goldwyn","558 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF044887","NL-HaNA/2.04.60/461///Dossier 00129/","0acb5406-7cc1-102d-a57f-005056a23d00"
"129","Een Vogelverschrikker","MGM Film NV","Metro Goldwyn","471 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF040238","NL-HaNA/2.04.60/461///Dossier 00130/","0acb55d2-7cc1-102d-a57f-005056a23d00"
"130","Gevangene No.13","MGM Film NV","Metro Goldwyn","546 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF039514","NL-HaNA/2.04.60/461///Dossier 00131/","0acb5794-7cc1-102d-a57f-005056a23d00"
"131","Een eigen huis","MGM Film NV","Metro Goldwyn","541 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF040580","NL-HaNA/2.04.60/461///Dossier 00132/","0acb596a-7cc1-102d-a57f-005056a23d00"
"132","Buren","MGM Film NV","Metro Goldwyn","455 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF037175","NL-HaNA/2.04.60/461///Dossier 00133/","0acb5b40-7cc1-102d-a57f-005056a23d00"
"133","De Knokploeg","MGM Film NV","Metro Goldwyn","560 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","1 à 5 M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF036002","NL-HaNA/2.04.60/461///Dossier 00134/","0acb5d16-7cc1-102d-a57f-005056a23d00"
"134","De vermoorde Echtgenoot","MGM Film NV","Metro Goldwyn","573 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF041319","NL-HaNA/2.04.60/461///Dossier 00135/","0acb5eec-7cc1-102d-a57f-005056a23d00"
"135","Onschuldig getrouwd","MGM Film NV","Metro Goldwyn","537 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF041863","NL-HaNA/2.04.60/461///Dossier 00136/","0acb60cc-7cc1-102d-a57f-005056a23d00"
"136","Voetbalwedstrijd Holland-België","Polygoon Filmfabriek NV (Haarlem)","Polygoon","113 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF024712","NL-HaNA/2.04.60/461///Dossier 00137/","0acb62b6-7cc1-102d-a57f-005056a23d00"
"137","Carnaval","UFA Film Maatschappij (Amsterdam)","Ellen Richter","2554 meter","nee","fictie","1928-03-12","2","14 jaar","1 à 13.5 M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF004513","NL-HaNA/2.04.60/461///Dossier 00138/","0acb6496-7cc1-102d-a57f-005056a23d00"
"138","De buren van één hoog","UFA Film Maatschappij (Amsterdam)","Darmour","521 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF036513","NL-HaNA/2.04.60/461///Dossier 00139/","0acb6676-7cc1-102d-a57f-005056a23d00"
"139","De held van den dag","UFA Film Maatschappij (Amsterdam)","Pacemaker","630 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF036182","NL-HaNA/2.04.60/461///Dossier 00140/","0acb6860-7cc1-102d-a57f-005056a23d00"
"140","Het jolige Weduwnaartje","UFA Film Maatschappij (Amsterdam)","Hal Roach","569 meter","nee","fictie","1928-03-12","2","alle leeftijden","1 à 4 M",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF038931","NL-HaNA/2.04.60/461///Dossier 00141/","0acb6a4a-7cc1-102d-a57f-005056a23d00"
"141","Voetbalwedstrijd Holland-België","Orion Filmfabriek NV (Den Haag)","Orion","87 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030084","NL-HaNA/2.04.60/461///Dossier 00142/","0acb6c34-7cc1-102d-a57f-005056a23d00"
"142","Relliable gasfornuizen","Reens Reclame Onderneming (Den Haag)","Die Haghe","23 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF026577","NL-HaNA/2.04.60/461///Dossier 00143/","0acb6e28-7cc1-102d-a57f-005056a23d00"
"143","Aankomst van de nieuwe R.E.O. Snellast en luxe wagens in Nederland","Tuschinski (Rotterdam)","Tuschinsky","96 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF024836","NL-HaNA/2.04.60/461///Dossier 00144/","0acb704e-7cc1-102d-a57f-005056a23d00"
"144","De Lincoln Fabricage","Ford Nederland (Amsterdam)","Ford Motor Lab","327 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF035909","NL-HaNA/2.04.60/461///Dossier 00145/","0acb7256-7cc1-102d-a57f-005056a23d00"
"145","Oude en nieuwe methoden op de boerderij","Ford Nederland (Amsterdam)","Ford Lab","739 meter","nee","nonfictie","1928-03-26","4","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF041638","NL-HaNA/2.04.60/461///Dossier 00146/","0acb7454-7cc1-102d-a57f-005056a23d00"
"146","van erts tot krachtbron","Ford Nederland (Amsterdam)","Ford Lab","804 meter","nee","nonfictie","1928-03-26","4","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF045399","NL-HaNA/2.04.60/461///Dossier 00147/","0acb7648-7cc1-102d-a57f-005056a23d00"
"147","Een pleizierige Middag","Loet C. Barnstijn 's Standaard Films NV (Den Haag)","Educational","476 meter","nee","fictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF040368","NL-HaNA/2.04.60/461///Dossier 00148/","0acb7850-7cc1-102d-a57f-005056a23d00"
"148","De groote Parade van de Intern. Roode Hulp door Amsterdam","Polygoon Filmfabriek NV (Haarlem)","Polygoon","73 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF025705","NL-HaNA/2.04.60/461///Dossier 00149/","0acb7a4e-7cc1-102d-a57f-005056a23d00"
"149","Odeon Journaal No.11","Odeon Filmverhuurkantoor NV","Eclair","234 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047526","NL-HaNA/2.04.60/461///Dossier 00150/","0acb7c56-7cc1-102d-a57f-005056a23d00"
"150","De Vrijheidsfilm","de Vrijheidsb","Die Haghe","2127 meter","nee","nonfictie","1928-03-12","2","14 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF021563","NL-HaNA/2.04.60/461///Dossier 00151/","0acb7e5e-7cc1-102d-a57f-005056a23d00"
"151","Spokerijen","Wilton Metro Goldwyn Distribution Corp. NV","Metro Goldwyn","659 meter","nee","nonfictie","1928-03-18","3","14 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF046333","NL-HaNA/2.04.60/461///Dossier 00152/","0acb8066-7cc1-102d-a57f-005056a23d00"
"152","Gezworen Kameraden","Wilton Metro Goldwyn Distribution Corp. NV","Metro Goldwyn","602 meter","nee","nonfictie","1928-03-18","3","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF039479","NL-HaNA/2.04.60/461///Dossier 00153/","0acb826e-7cc1-102d-a57f-005056a23d00"
"153","De bekroonde Haan","Wilton Metro Goldwyn Distribution Corp. NV","Metro Goldwyn","624 meter","nee","nonfictie","1928-03-18","3","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF036594","NL-HaNA/2.04.60/461///Dossier 00154/","0acb8480-7cc1-102d-a57f-005056a23d00"
"154","Vechtende Piepa's","MGM Film NV","Metro Goldwyn","644 meter","nee","nonfictie","1928-03-12","2","14 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF045279","NL-HaNA/2.04.60/461///Dossier 00155/","0acb8692-7cc1-102d-a57f-005056a23d00"
"155","De Taartenoorlog","MGM Film NV","Metro Goldwyn","601 meter","nee","nonfictie","1928-03-12","2","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF035439","NL-HaNA/2.04.60/461///Dossier 00156/","0acb88ae-7cc1-102d-a57f-005056a23d00"
"156","De Hondenhemel","Wilton Metro Goldwyn Distribution Corp. NV","Metro Goldwyn","678 meter","nee","nonfictie","1928-03-18","3","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF036170","NL-HaNA/2.04.60/461///Dossier 00157/","0acb8aca-7cc1-102d-a57f-005056a23d00"
